18,205,54,54,559115,0,0,0,0,0,0,0,559115,240000,252000,559115,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,559115,3597.36,562712,629.17,0.0,562083,0,0,0,562083,0,0,0,562083,,0,0,
18,206,54,54,562083,0,0,0,0,0,0,0,562083,240000,252000,562083,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,562083,3616.46,565700,632.51,0.0,565067,0,0,0,565067,0,0,0,565067,,0,0,
18,207,54,54,565067,0,0,0,0,0,0,0,565067,240000,252000,565067,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,565067,3635.66,568703,635.87,0.0,568067,0,0,0,568067,0,0,0,568067,,0,0,
18,208,54,54,568067,0,0,0,0,0,0,0,568067,240000,252000,568067,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,568067,3654.96,571722,639.24,0.0,571083,0,0,0,571083,0,0,0,571083,,0,0,
18,209,55,55,571083,0,0,0,0,0,0,0,571083,240000,252000,571083,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,571083,3674.36,574757,642.64,0.0,574114,0,0,0,574114,0,0,0,574114,,0,0,
18,210,55,55,574114,0,0,0,0,0,0,0,574114,240000,252000,574114,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,574114,3693.87,577808,646.05,0.0,577162,0,0,0,577162,0,0,0,577162,,0,0,
18,211,55,55,577162,0,0,0,0,0,0,0,577162,240000,252000,577162,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,577162,3713.48,580876,649.48,0.0,580226,0,0,0,580226,0,0,0,580226,,0,0,
18,212,55,55,580226,0,0,0,0,0,0,0,580226,240000,252000,580226,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,580226,3733.19,583959,652.92,0.0,583307,0,0,0,583307,0,0,0,583307,,0,0,
18,213,55,55,583307,0,0,0,0,0,0,0,583307,240000,252000,583307,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,583307,3753.01,587060,656.39,0.0,586403,0,0,0,586403,0,0,0,586403,,0,0,
18,214,55,55,586403,0,0,0,0,0,0,0,586403,240000,252000,586403,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,586403,3772.94,590176,659.88,0.0,589516,0,0,0,589516,0,0,0,589516,,0,0,
18,215,55,55,589516,0,0,0,0,0,0,0,589516,240000,252000,589516,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,589516,3792.97,593309,663.38,0.0,592646,0,0,0,592646,0,0,0,592646,,0,0,
18,216,55,55,592646,0,0,0,0,0,0,0,592646,240000,252000,592646,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,592646,3813.10,596459,666.90,0.0,595792,0,0,0,595792,0,0,0,595792,,0,0,
19,217,55,55,595792,0,0,0,0,0,0,0,595792,240000,252000,595792,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,595792,3833.34,599625,670.44,0.0,598955,0,0,0,598955,0,0,0,598955,,0,0,
19,218,55,55,598955,0,0,0,0,0,0,0,598955,240000,252000,598955,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,598955,3853.69,602809,674.00,0.0,602135,0,0,0,602135,0,0,0,602135,,0,0,
19,219,55,55,602135,0,0,0,0,0,0,0,602135,240000,252000,602135,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,602135,3874.15,606009,677.58,0.0,605331,0,0,0,605331,0,0,0,605331,,0,0,
19,220,55,55,605331,0,0,0,0,0,0,0,605331,240000,252000,605331,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,605331,3894.72,609226,681.17,0.0,608545,0,0,0,608545,0,0,0,608545,,0,0,
19,221,56,56,608545,0,0,0,0,0,0,0,608545,240000,252000,608545,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,608545,3915.40,612460,684.79,0.0,611775,0,0,0,611775,0,0,0,611775,,0,0,
19,222,56,56,611775,0,0,0,0,0,0,0,611775,240000,252000,611775,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,611775,3936.18,615712,688.43,0.0,615023,0,0,0,615023,0,0,0,615023,,0,0,
19,223,56,56,615023,0,0,0,0,0,0,0,615023,240000,252000,615023,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,615023,3957.08,618980,692.08,0.0,618288,0,0,0,618288,0,0,0,618288,,0,0,
19,224,56,56,618288,0,0,0,0,0,0,0,618288,240000,252000,618288,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,618288,3978.08,622266,695.75,0.0,621570,0,0,0,621570,0,0,0,621570,,0,0,
19,225,56,56,621570,0,0,0,0,0,0,0,621570,240000,252000,621570,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,621570,3999.20,625570,699.45,0.0,624870,0,0,0,624870,0,0,0,624870,,0,0,
19,226,56,56,624870,0,0,0,0,0,0,0,624870,240000,252000,624870,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,624870,4020.43,628891,703.16,0.0,628187,0,0,0,628187,0,0,0,628187,,0,0,
19,227,56,56,628187,0,0,0,0,0,0,0,628187,240000,252000,628187,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,628187,4041.78,632229,706.89,0.0,631522,0,0,0,631522,0,0,0,631522,,0,0,
19,228,56,56,631522,0,0,0,0,0,0,0,631522,240000,252000,631522,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,631522,4063.23,635586,710.65,0.0,634875,0,0,0,634875,0,0,0,634875,,0,0,
20,229,56,56,634875,0,0,0,0,0,0,0,634875,240000,252000,634875,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,634875,4084.80,638960,714.42,0.0,638245,0,0,0,638245,0,0,0,638245,,0,0,
20,230,56,56,638245,0,0,0,0,0,0,0,638245,240000,252000,638245,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,638245,4106.49,642352,718.21,0.0,641634,0,0,0,641634,0,0,0,641634,,0,0,
20,231,56,56,641634,0,0,0,0,0,0,0,641634,240000,252000,641634,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,641634,4128.29,645762,722.03,0.0,645040,0,0,0,645040,0,0,0,645040,,0,0,
20,232,56,56,645040,0,0,0,0,0,0,0,645040,240000,252000,645040,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,645040,4150.21,649190,725.86,0.0,648464,0,0,0,648464,0,0,0,648464,,0,0,
20,233,57,57,648464,0,0,0,0,0,0,0,648464,240000,252000,648464,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,648464,4172.24,652636,729.71,0.0,651907,0,0,0,651907,0,0,0,651907,,0,0,
20,234,57,57,651907,0,0,0,0,0,0,0,651907,240000,252000,651907,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,651907,4194.39,656101,733.59,0.0,655368,0,0,0,655368,0,0,0,655368,,0,0,
20,235,57,57,655368,0,0,0,0,0,0,0,655368,240000,252000,655368,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,655368,4216.65,659584,737.48,0.0,658847,0,0,0,658847,0,0,0,658847,,0,0,
20,236,57,57,658847,0,0,0,0,0,0,0,658847,240000,252000,658847,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,658847,4239.04,663086,741.40,0.0,662344,0,0,0,662344,0,0,0,662344,,0,0,
20,237,57,57,662344,0,0,0,0,0,0,0,662344,240000,252000,662344,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,662344,4261.54,666606,745.33,0.0,665861,0,0,0,665861,0,0,0,665861,,0,0,
20,238,57,57,665861,0,0,0,0,0,0,0,665861,240000,252000,665861,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,665861,4284.17,670145,749.29,0.0,669395,0,0,0,669395,0,0,0,669395,,0,0,
20,239,57,57,669395,0,0,0,0,0,0,0,669395,240000,252000,669395,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,669395,4306.91,673702,753.27,0.0,672949,0,0,0,672949,0,0,0,672949,,0,0,
20,240,57,57,672949,0,0,0,0,0,0,0,672949,240000,252000,672949,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,672949,4329.77,677279,757.26,0.0,676522,0,19110,1893,697525,0,0,0,697525,,0,0,
21,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,"6,97,525",0,0,0,,0,0,
21,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,0,
21,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,0,
21,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,0,
21,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,0,
21,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,0,
21,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,0,
21,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,0,
21,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,0,
21,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,0,
21,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,0,
21,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,1,21,
22,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
22,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
22,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
22,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
22,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
22,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
22,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
22,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
22,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
22,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
22,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
22,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,1,21,
23,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
23,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
23,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
23,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
23,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
23,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
23,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
23,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
23,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
23,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
23,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
23,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,1,21,
24,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
24,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
24,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
24,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
24,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
24,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
24,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
24,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
24,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
24,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
24,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
24,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,1,21,
25,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
25,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
25,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
25,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
25,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
25,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
25,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
25,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
25,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
25,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
25,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
25,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,1,21,
26,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
26,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
26,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
26,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
26,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
26,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
26,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
26,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
26,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
26,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
26,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
26,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,1,21,
27,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
27,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
27,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
27,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
27,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
27,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
27,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
27,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
27,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
27,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,0,0.00,0,0.00,0.0,0,0,0,0,0,0,0,0,0,,0,21,
